"","MI","Ischemic stroke","Death (all causes)","Transient ischemic attack (TIA)","Clinically relevant bleeding","SE","ICH"
"33496",1,2.745,16.13,2.681,0.5157,0.7848,0.5157
"33497",1,2.516,4.392,0.809,0.4684,0.9983,0.4684
"33498",1,2.265,1.726,2.413,0.5421,0.9645,0.5421
"33499",1,2.297,3.572,1.027,0.6765,1.21,0.6765
"33500",1,2.271,0.5398,1.224,0.3811,2.371,0.3811
"33501",1,2.169,0.4622,0.2692,0.4572,2.005,0.4572
"33502",1,2.153,3.69,1.373,0.6089,2.025,0.6089
"33503",1,1.963,1.309,1.704,0.5942,1.161,0.5942
"33504",1,2.169,2.566,2.339,0.4936,4.868,0.4936
"33505",1,2.4,1.434,1.847,0.527,4.075,0.527
"33506",1,2.32,0.3655,1.502,0.7501,2.969,0.7501
"33507",1,2.347,15.72,1.335,0.7149,2.641,0.7149
"33508",1,2.363,4.172,0.7418,0.8412,2.847,0.8412
"33509",1,2.88,80.2,1.076,0.7149,2.639,0.7149
"33510",1,2.761,91.99,2.272,0.5457,1.879,0.5457
"33511",1,2.562,14.52,0.9494,0.555,2.045,0.555
"33512",1,2.739,2.396,0.6391,0.6181,2.548,0.6181
"33513",1,2.373,1.474,0.5375,0.6403,1.59,0.6403
"33514",1,2.703,1.213,0.5327,0.4346,2.241,0.4346
"33515",1,2.723,4.991,0.3729,0.4964,1.857,0.4964
"33516",1,2.489,1.732,0.6614,0.5826,2.302,0.5826
"33517",1,2.659,0.7535,0.2735,0.5506,1.346,0.5506
"33518",1,2.813,5.625,0.3884,0.5069,22.2,0.5069
"33519",1,2.722,0.533,0.2057,0.3507,0.3389,0.3507
"33520",1,2.832,1.251,1.811,0.802,1.365,0.802
"33521",1,2.636,1.649,0.1731,0.2987,2.888,0.2987
"33522",1,2.961,1.088,2.322,0.6813,4.98,0.6813
"33523",1,2.941,1.189,0.4148,0.4756,0.07546,0.4756
"33524",1,2.894,0.4528,0.2155,0.6843,14.05,0.6843
"33525",1,3.03,1.995,0.5,0.6596,2.475,0.6596
"33526",1,3.207,3.937,0.464,0.525,0.197,0.525
"33527",1,2.674,0.9685,0.7557,0.4863,0.9283,0.4863
"33528",1,2.997,0.8393,0.9754,0.5556,4.58,0.5556
"33529",1,2.581,2.558,1.56,0.5642,0.1119,0.5642
"33530",1,2.823,1.606,1.516,0.4515,1.295,0.4515
"33531",1,2.747,1.778,2.025,0.5922,2.386,0.5922
"33532",1,2.365,2.286,1.621,0.4257,5.196,0.4257
"33533",1,2.691,1.583,1.43,0.3557,2.665,0.3557
"33534",1,2.578,0.8111,1.362,0.58,3.831,0.58
"33535",1,2.938,1.82,1.213,0.3603,2.521,0.3603
"33536",1,2.309,1.313,0.9871,0.7177,3.156,0.7177
"33537",1,2.33,0.5115,1.127,0.3371,3.456,0.3371
"33538",1,2.345,2.472,1.178,0.3887,3.774,0.3887
"33539",1,2.48,3.011,1.059,0.3867,3.933,0.3867
"33540",1,2.551,1.046,1.354,0.695,2.634,0.695
"33541",1,2.521,0.5822,1.219,0.6183,0.6119,0.6183
"33542",1,2.562,0.7234,1.009,1.015,0.1075,1.015
"33543",1,2.518,1.177,0.9445,0.3997,3.314,0.3997
"33544",1,2.537,1.89,0.888,0.4981,2.399,0.4981
"33545",1,2.591,2.342,0.6849,0.47,1.808,0.47
"33546",1,2.68,0.9007,2.583,0.4008,0.827,0.4008
"33547",1,2.625,1.23,1.826,0.4416,8.102,0.4416
"33548",1,2.463,9.376,1.095,0.3527,0.9978,0.3527
"33549",1,2.584,1.407,1.019,0.504,5.461,0.504
"33550",1,2.462,2.139,1.483,0.4879,7.157,0.4879
"33551",1,2.529,1.443,0.9772,0.4575,1.323,0.4575
"33552",1,2.629,1.121,1.438,0.3387,2.763,0.3387
"33553",1,2.71,1.15,0.6524,0.5759,2.495,0.5759
"33554",1,2.396,1.249,1.302,0.3186,2.534,0.3186
"33555",1,2.211,1.263,0.8063,0.2434,2.461,0.2434
"33556",1,2.053,0.8141,1.234,0.6337,8.548,0.6337
"33557",1,2.216,2.608,1.158,0.3381,1.78,0.3381
"33558",1,2.287,1.402,1.146,0.3632,1.555,0.3632
"33559",1,2.244,1.336,0.9894,0.3667,2.216,0.3667
"33560",1,2.207,1.208,0.8681,0.3992,1.535,0.3992
"33561",1,2.201,0.7134,1.66,0.5189,2.208,0.5189
"33562",1,2.402,2.216,1.289,0.7901,1.837,0.7901
"33563",1,1.946,1.145,1.321,0.278,1.164,0.278
"33564",1,2.293,0.8902,1.233,0.492,0.9994,0.492
"33565",1,2.398,1.841,1.803,0.461,1.016,0.461
"33566",1,2.272,1.131,1.231,0.5517,0.8116,0.5517
"33567",1,1.953,0.6769,1.926,0.5536,1.15,0.5536
"33568",1,2.111,0.9271,1.117,0.4201,1.034,0.4201
"33569",1,2.081,0.9153,0.5064,0.4191,1.16,0.4191
"33570",1,2.284,0.8366,1.067,0.4246,0.7829,0.4246
"33571",1,2.106,1.015,1.134,0.3087,1.132,0.3087
"33572",1,2.44,0.973,1.296,0.3289,1.007,0.3289
"33573",1,2.381,1.003,1.167,0.5553,1.066,0.5553
"33574",1,2.478,1.266,1.965,0.4185,0.9543,0.4185
"33575",1,2.752,1.032,0.7861,0.5421,0.4237,0.5421
"33576",1,2.821,0.8975,1.179,0.4209,0.257,0.4209
"33577",1,2.778,1.396,1.629,0.7162,0.4508,0.7162
"33578",1,3.738,0.9203,1.65,0.3701,1.303,0.3701
"33579",1,3.284,1.713,1.877,0.4992,0.05607,0.4992
"33580",1,3.22,1.076,1.853,0.6509,0.7517,0.6509
"33581",1,2.771,1.108,1.937,0.5407,0.5061,0.5407
"33582",1,3.066,1.877,1.739,0.7452,0.3412,0.7452
"33583",1,2.8,1.18,2.122,0.3137,1.15,0.3137
"33584",1,3.23,0.7348,1.876,0.4865,1.024,0.4865
"33585",1,3.098,0.6703,1.779,0.6307,3.329,0.6307
"33586",1,3.047,5.624,1.782,0.5938,2.039,0.5938
"33587",1,3.128,3.341,2.017,0.6224,11.11,0.6224
"33588",1,3.252,1.385,1.681,0.3736,0.4864,0.3736
"33589",1,3.177,1.494,2.186,0.5341,6.794,0.5341
"33590",1,3.288,1.598,2.057,0.6628,0.6731,0.6628
"33591",1,3.273,1.825,2.43,0.8166,126,0.8166
"33592",1,2.978,2.55,2.089,0.6551,9.446,0.6551
"33593",1,2.935,2.536,2.196,0.6239,1.059,0.6239
"33594",1,3.049,1.595,2.55,0.3276,5.676,0.3276
"33595",1,3.133,2.089,2.452,0.4271,1.312,0.4271
"33596",1,3.16,1.522,2.399,0.598,2.325,0.598
"33597",1,3.182,1.502,2.303,0.4274,1.506,0.4274
"33598",1,3.095,1.542,1.786,0.4399,2.272,0.4399
"33599",1,3.174,1.131,1.408,0.596,2.236,0.596
"33600",1,3.212,1.561,0.9375,0.4323,2.032,0.4323
"33601",1,3.313,1.384,5.789,0.3581,2.06,0.3581
"33602",1,3.352,1.373,0.2997,0.4825,1.847,0.4825
"33603",1,3.082,1.321,0.79,0.261,1.625,0.261
"33604",1,3.313,1.446,0.5097,0.4116,1.91,0.4116
"33605",1,3.385,1.399,0.4469,0.4267,0.5322,0.4267
"33606",1,3.241,1.221,0.3721,0.4832,1.221,0.4832
"33607",1,3.096,1.03,1.006,0.5971,1.255,0.5971
"33608",1,3.515,1.28,5.046,0.3443,2.316,0.3443
"33609",1,3.181,2.023,3.436,0.6734,3.04,0.6734
"33610",1,3.233,1.093,1.718,0.3426,2.311,0.3426
"33611",1,3.191,0.6026,2.656,0.555,2.099,0.555
"33612",1,3.153,2.042,2.57,0.6015,3.234,0.6015
"33613",1,2.927,2.269,2.301,0.48,5.704,0.48
"33614",1,3.14,0.676,2.177,0.5701,28.01,0.5701
"33615",1,3.255,1.07,2.421,0.83,0.2221,0.83
"33616",1,2.692,1.695,2.479,0.5728,94.99,0.5728
"33617",1,4.034,1.156,2.022,0.6095,1222,0.6095
"33618",1,3.356,1.4,2.191,0.4097,1.135,0.4097
"33619",1,2.124,1.303,1.997,0.4039,4.255,0.4039
"33620",1,2.455,1.69,2.755,0.4583,0.3671,0.4583
"33621",1,3.49,1.739,1.794,0.3739,0.3274,0.3739
"33622",1,3.436,1.992,2.006,0.2615,1.817,0.2615
"33623",1,3.184,1.132,3.268,0.5776,0.9349,0.5776
"33624",1,4.185,1.942,3.336,0.4633,19.24,0.4633
"33625",1,2.045,2.372,3.61,0.5273,1.788,0.5273
"33626",1,2.793,1.551,3.755,0.3812,15.15,0.3812
"33627",1,2.745,1.489,4.124,0.6353,1.923,0.6353
"33628",1,3.347,1.465,1.711,0.8584,7.759,0.8584
"33629",1,2.352,1.553,3.313,0.9285,1.14,0.9285
"33630",1,2.075,1.544,2.215,0.7667,0.9207,0.7667
"33631",1,3.564,1.533,2.026,0.9453,1.196,0.9453
"33632",1,3.288,1.583,1.926,0.5565,12.12,0.5565
"33633",1,2.553,1.622,2.782,0.6519,7.793,0.6519
"33634",1,2.421,1.742,1.782,0.4311,2.469,0.4311
"33635",1,2.425,2.516,2.006,0.597,3.481,0.597
"33636",1,2.654,2.579,2.731,0.9081,7.673,0.9081
"33637",1,2.889,1.914,1.493,0.6877,8.351,0.6877
"33638",1,2.475,1.139,2.355,0.4543,0.6813,0.4543
"33639",1,2.746,1.441,2.736,0.4521,35.84,0.4521
"33640",1,2.794,1.025,1.325,0.4442,9.719,0.4442
"33641",1,2.761,1.363,1.52,0.5005,23.59,0.5005
"33642",1,2.728,0.6027,1.661,0.5816,79.68,0.5816
"33643",1,2.031,0.6107,1.67,0.5549,6.388,0.5549
"33644",1,2.481,0.8215,2.367,0.5182,0.3053,0.5182
"33645",1,2.295,1.271,2.099,0.4869,191.9,0.4869
"33646",1,2.62,1.05,3.083,0.5729,0.4175,0.5729
"33647",1,1.884,1.621,2.276,0.5785,16.95,0.5785
"33648",1,2.297,1.016,1.662,0.5298,39.87,0.5298
"33649",1,2.618,1.964,2.427,0.4143,8.142,0.4143
"33650",1,2.578,1.062,1.572,0.5908,7.609,0.5908
"33651",1,2.335,1.351,0.9497,0.5009,5.208,0.5009
"33652",1,1.603,1.57,0.6141,0.3381,10.53,0.3381
"33653",1,2.144,1.068,2.318,0.4156,8.158,0.4156
"33654",1,1.849,1.48,2.299,0.2541,12.98,0.2541
"33655",1,2.175,1.768,1.355,0.6259,22.62,0.6259
"33656",1,2.097,2.038,2.78,0.6757,9.817,0.6757
"33657",1,2.337,2.115,3.344,0.2277,7.042,0.2277
"33658",1,1.842,2.195,3.058,0.2528,6.662,0.2528
"33659",1,1.812,0.6341,1.417,0.323,5.38,0.323
"33660",1,3.072,1.346,1.979,0.354,4.997,0.354
"33661",1,1.946,1.425,1.317,0.261,5.666,0.261
"33662",1,1.975,1.317,1.436,0.2614,4.269,0.2614
"33663",1,2.657,1.594,1.676,0.2302,36.39,0.2302
"33664",1,1.313,2.311,1.605,0.4624,5.878,0.4624
"33665",1,2.895,1.567,1.781,0.4348,0.3006,0.4348
"33666",1,2.742,1.45,1.337,0.3715,1.766,0.3715
"33667",1,3.208,2.037,1.609,0.548,1.864,0.548
"33668",1,2.356,1.616,1.106,0.4033,3.432,0.4033
"33669",1,1.822,2.373,1.118,0.3319,2.974,0.3319
"33670",1,1.732,1.209,0.6905,0.508,10.2,0.508
"33671",1,2.05,1.58,2.281,0.3487,4.102,0.3487
"33672",1,1.841,1.443,1.305,0.2947,5.068,0.2947
"33673",1,1.135,1.723,5.391,0.748,1.656,0.748
"33674",1,0.9513,1.422,1.712,0.2447,0.6246,0.2447
"33675",1,2.232,1.254,0.154,0.6489,0.4694,0.6489
"33676",1,1.192,1.347,0.1127,0.4324,6.257,0.4324
"33677",1,1.776,2.455,0.6863,0.5437,4.22,0.5437
"33678",1,1.854,0.9343,0.2027,0.4866,2.313,0.4866
"33679",1,2.1,1.155,0.06128,0.4626,1.904,0.4626
"33680",1,2.003,1.637,1.825,0.4572,0.2205,0.4572
"33681",1,1.305,1.305,1.123,0.4733,47.03,0.4733
"33682",1,2.829,1.219,0.3585,0.4178,139.1,0.4178
"33683",1,2.721,1.861,1.034,0.5164,156.7,0.5164
"33684",1,1.991,1.152,0.9502,0.4968,8.724,0.4968
"33685",1,1.735,1.501,0.4172,0.4945,1.998,0.4945
"33686",1,1.975,3.12,0.4674,0.53,2.148,0.53
"33687",1,1.466,1.005,0.1369,0.4504,1.611,0.4504
"33688",1,2,1.447,0.05717,0.5665,9.187,0.5665
"33689",1,2.328,2.815,1.457,0.5278,4.717,0.5278
"33690",1,1.8,1.349,3.075,0.3899,7.552,0.3899
"33691",1,2.11,1.351,7.258,0.5226,0.3112,0.5226
"33692",1,3.228,1.282,1.024,0.6469,3.804,0.6469
"33693",1,3.955,1.89,0.6925,0.7688,3.112,0.7688
"33694",1,3.435,1.179,0.7085,0.6246,2.079,0.6246
"33695",1,3.005,1.35,0.4546,0.4991,11.65,0.4991
"33696",1,3.544,1.539,1.789,0.5415,3.104,0.5415
"33697",1,4.034,2.856,0.6811,0.4145,10.49,0.4145
"33698",1,3.013,0.5912,0.8422,0.4401,9.135,0.4401
"33699",1,2.671,2.463,0.7803,0.45,27.66,0.45
"33700",1,3.464,0.5159,0.8266,0.5482,4.23,0.5482
"33701",1,3.708,1.326,1.905,0.6118,2.356,0.6118
"33702",1,3.25,1.2,0.3818,0.3748,3.164,0.3748
"33703",1,1.812,0.7315,0.1946,0.6808,4.309,0.6808
"33704",1,2.014,0.6037,0.6002,0.5727,2.289,0.5727
"33705",1,3.992,1.975,0.6778,0.4385,3.611,0.4385
"33706",1,1.637,18.38,0.1333,0.4877,8.065,0.4877
"33707",1,1.977,2.535,0.4365,0.4574,1.241,0.4574
"33708",1,4.763,1.195,0.00666,0.5969,0.2777,0.5969
"33709",1,3.498,1.899,0.001312,0.5222,2.849,0.5222
"33710",1,2.28,1.011,0.006777,0.492,4.556,0.492
"33711",1,2.072,1.628,0.04827,0.7086,0.9178,0.7086
"33712",1,2.78,1.735,0.1566,0.4276,1.616,0.4276
"33713",1,4.593,1.378,0.2566,0.7906,1.74,0.7906
"33714",1,2.23,1.313,1.362,0.5636,0.9731,0.5636
"33715",1,3.623,2.052,0.008565,0.5438,207.4,0.5438
"33716",1,2.91,3.595,0.4374,0.4977,0.1626,0.4977
"33717",1,3.574,1.652,0.4176,0.3718,0.001068,0.3718
"33718",1,3.777,1.23,0.1531,0.3707,0.6414,0.3707
"33719",1,3.539,1.153,2.117,0.5823,0.3179,0.5823
"33720",1,3.088,1.231,1.239,0.589,26.82,0.589
"33721",1,2.051,1.186,0.6087,0.5018,0.4363,0.5018
"33722",1,3.723,2.418,0.7683,0.5941,3.159,0.5941
"33723",1,2.32,0.6244,0.5119,0.422,1.438,0.422
"33724",1,3.231,2.159,0.949,0.4131,1.111,0.4131
"33725",1,3.127,1.333,1.232,0.4712,0.9212,0.4712
"33726",1,3.702,1.494,1.138,0.3005,2.282,0.3005
"33727",1,3.14,1.632,29.44,0.4237,6.562,0.4237
"33728",1,3.058,2.673,2.418,0.7012,1.828,0.7012
"33729",1,3.896,1.601,0.592,0.4659,1.541,0.4659
"33730",1,3.226,1.762,0.5914,0.5236,0.7162,0.5236
"33731",1,3.415,0.9646,1.691,0.4813,0.7572,0.4813
"33732",1,2.918,2.023,1.223,0.4237,0.9891,0.4237
"33733",1,3.399,0.9468,0.9672,0.3646,1.242,0.3646
"33734",1,3.443,1.126,2.543,0.5232,0.7253,0.5232
"33735",1,3.055,1.213,0.8088,0.4532,18.29,0.4532
"33736",1,2.989,1.533,1.153,0.3322,0.01309,0.3322
"33737",1,3.513,1.769,1.885,0.3955,0.01834,0.3955
"33738",1,3.431,1.934,0.9734,0.3851,0.1005,0.3851
"33739",1,4.131,3.172,0.3688,0.5937,8.064,0.5937
"33740",1,3.324,2.575,1.644,0.4641,2.114,0.4641
"33741",1,4.128,1.593,1.64,0.4163,1.259,0.4163
"33742",1,3.851,1.016,0.9898,0.4473,4.986,0.4473
"33743",1,3.825,1.189,0.8402,0.6275,6.902,0.6275
"33744",1,3.536,1.27,0.9861,0.3107,2.164,0.3107
"33745",1,4.04,1.278,1.52,0.3351,5.521,0.3351
"33746",1,3.77,1.13,1.453,0.4475,1.73,0.4475
"33747",1,3.228,1.064,1.359,0.7543,0.6078,0.7543
"33748",1,3.867,1.115,1.441,0.4469,1.149,0.4469
"33749",1,3.84,1.126,0.3938,0.3804,7.994,0.3804
"33750",1,3.79,1.165,1.063,1.341,6.693,1.341
"33751",1,3.847,1.192,0.9948,0.3084,1.576,0.3084
"33752",1,4.042,1.134,1.298,0.7194,0.5188,0.7194
"33753",1,4.019,1.249,0.8945,0.391,1.234,0.391
"33754",1,3.968,0.9185,0.4382,0.3814,0.02437,0.3814
"33755",1,3.849,1.202,1.968,0.3919,0.1641,0.3919
"33756",1,4.361,1.382,0.6041,0.3664,1.509,0.3664
"33757",1,4.721,1.254,0.2646,0.4183,1.801,0.4183
"33758",1,4.742,1.312,0.5046,0.3713,4.879,0.3713
"33759",1,4.12,1.276,0.6807,0.4104,4.419,0.4104
"33760",1,3.441,2.101,1.076,0.5203,0.5854,0.5203
"33761",1,3.163,2.014,0.333,0.2709,3.5,0.2709
"33762",1,3.251,0.9308,1.628,0.4335,2.548,0.4335
"33763",1,3.182,11.54,0.6733,0.3438,0.6911,0.3438
"33764",1,3.235,0.1403,0.9336,0.5197,5.335,0.5197
"33765",1,3.713,3.677,1.859,0.4841,4.494,0.4841
"33766",1,3.463,2.242,0.6798,0.564,1.911,0.564
"33767",1,3.544,1.936,1.291,0.5754,2.814,0.5754
"33768",1,3.534,1.607,0.9093,0.6018,3.231,0.6018
"33769",1,3.41,1.166,1.122,0.5749,1.031,0.5749
"33770",1,3.62,1.145,0.6485,0.5901,8.736,0.5901
"33771",1,3.244,1.641,0.8886,0.7163,1.12,0.7163
"33772",1,3.188,0.9881,0.4497,0.5516,8.405,0.5516
"33773",1,3.727,1.448,0.3596,0.6521,2.833,0.6521
"33774",1,3.579,1.208,0.4278,0.7381,1.861,0.7381
"33775",1,3.57,1.285,0.8559,0.5554,3.472,0.5554
"33776",1,3.689,0.856,1.535,0.5144,73.58,0.5144
"33777",1,3.692,1.685,1.528,0.4292,23.26,0.4292
"33778",1,3.609,1.203,1.486,0.74,12.62,0.74
"33779",1,3.478,1.574,1.219,0.7402,5.789,0.7402
"33780",1,3.597,1.672,0.5668,0.6223,2.46,0.6223
"33781",1,3.443,1.546,0.3746,0.9123,2.279,0.9123
"33782",1,3.558,1.639,0.4231,0.6516,1.726,0.6516
"33783",1,3.524,1.524,0.141,0.5839,1.295,0.5839
"33784",1,3.606,1.452,0.2956,0.7405,6.423,0.7405
"33785",1,3.552,1.396,0.5845,0.5319,182.2,0.5319
"33786",1,3.449,1.75,0.4487,0.6546,4.171,0.6546
"33787",1,3.663,1.993,1.072,0.4862,20.15,0.4862
"33788",1,3.693,1.02,1.563,0.4025,15.49,0.4025
"33789",1,3.504,0.9266,0.5359,0.3611,1.689,0.3611
"33790",1,3.591,1.564,1.226,0.4876,0.4085,0.4876
"33791",1,3.385,0.5388,0.6444,0.5256,4.26,0.5256
"33792",1,3.333,1.161,1.988,0.515,5.84,0.515
"33793",1,3.472,1.816,2.673,0.4848,2.505,0.4848
"33794",1,3.426,1.43,1.408,0.4513,2.052,0.4513
"33795",1,3.535,1.333,1.222,0.5647,4.862,0.5647
"33796",1,3.448,1.197,0.4126,0.4594,9.477,0.4594
"33797",1,3.416,1.234,0.906,0.6068,1.83,0.6068
"33798",1,3.31,1.085,0.6513,0.6853,0.6388,0.6853
"33799",1,3.494,1.291,0.9176,0.2654,3.638,0.2654
"33800",1,3.464,1.088,1.383,0.7207,2.482,0.7207
"33801",1,3.355,1.2,2.023,0.5096,3.991,0.5096
"33802",1,3.381,1.026,0.9624,0.536,3.728,0.536
"33803",1,3.41,1.133,2.386,0.4875,1.86,0.4875
"33804",1,3.362,1.011,1.772,0.5122,4.218,0.5122
"33805",1,3.335,1.044,2.195,0.4814,3.478,0.4814
"33806",1,3.377,1.145,0.5839,0.437,1.228,0.437
"33807",1,3.342,1.303,2.114,0.6382,0.1862,0.6382
"33808",1,3.336,1.166,2.902,0.387,7.075,0.387
"33809",1,3.455,1.372,0.2562,0.7924,0.1979,0.7924
"33810",1,3.358,1.074,0.2945,0.4332,10.39,0.4332
"33811",1,3.365,1.87,0.3772,0.4444,0.6645,0.4444
"33812",1,3.421,1.203,1.153,0.9845,1.761,0.9845
"33813",1,3.476,1.29,0.4396,0.4243,5.263,0.4243
"33814",1,3.504,1.31,0.6245,0.4297,1.09,0.4297
"33815",1,3.397,1.363,0.3159,0.4077,7.824,0.4077
"33816",1,3.506,1.416,1.048,0.5491,6.479,0.5491
"33817",1,3.492,1.872,0.04451,0.4662,1.364,0.4662
"33818",1,3.607,1.795,0.3008,0.4165,0.4436,0.4165
"33819",1,3.543,1.452,0.2143,0.2612,5.074,0.2612
"33820",1,3.531,1.095,1.408,0.4112,1.023,0.4112
"33821",1,3.529,1.177,0.7377,0.3137,0.329,0.3137
"33822",1,3.612,0.8679,0.7802,0.3052,0.02394,0.3052
"33823",1,3.527,1.119,0.8027,0.2358,96.5,0.2358
"33824",1,3.553,1.161,1.549,0.2759,18.44,0.2759
"33825",1,3.474,1.443,0.5467,0.2795,0.121,0.2795
"33826",1,3.53,1.075,0.9317,0.3568,9.184,0.3568
"33827",1,3.525,0.9375,1.377,0.3189,0.2262,0.3189
"33828",1,3.554,1.291,0.9414,0.2483,0.1185,0.2483
"33829",1,3.575,1.445,1.09,0.1479,3.277,0.1479
"33830",1,3.599,0.9326,1.08,0.1915,1.991,0.1915
"33831",1,3.495,0.9976,0.9486,0.4768,0.302,0.4768
"33832",1,3.496,1.828,0.9476,0.4517,0.529,0.4517
"33833",1,3.523,1.51,0.9274,0.7001,2.6,0.7001
"33834",1,3.39,1.063,1.004,0.382,0.1819,0.382
"33835",1,3.329,2.535,0.8433,0.64,2.174,0.64
"33836",1,3.257,1.56,0.8112,0.7633,0.4515,0.7633
"33837",1,3.162,1.88,1.036,0.4777,1.363,0.4777
"33838",1,3.526,1.228,0.8346,0.9037,0.9886,0.9037
"33839",1,3.047,1.481,0.8394,0.609,0.1605,0.609
"33840",1,3.362,1.736,0.7213,0.6404,1.006,0.6404
"33841",1,2.977,1.348,0.8917,0.4513,1.778,0.4513
"33842",1,3.232,1.321,0.66,0.3619,0.7043,0.3619
"33843",1,3.434,1.077,0.9093,0.5965,2.086,0.5965
"33844",1,3.368,0.6675,1.11,0.3942,0.07066,0.3942
"33845",1,3.225,1.99,1.004,0.5866,1.765,0.5866
"33846",1,3.323,1.845,1.161,0.3827,9.263,0.3827
"33847",1,3.013,1.347,1.111,0.5058,2.489,0.5058
"33848",1,2.981,1.406,2.156,0.4763,1.46,0.4763
"33849",1,3.471,1.353,1.638,0.6301,4.832,0.6301
"33850",1,3.201,1.19,0.5915,0.6839,0.3416,0.6839
"33851",1,3.315,1.316,1.646,0.6561,1.495,0.6561
"33852",1,3.197,1.363,1.423,0.5384,2.083,0.5384
"33853",1,3.117,1.964,1.381,0.5674,3.083,0.5674
"33854",1,3.248,1.694,1.988,0.5489,0.1179,0.5489
"33855",1,3.384,0.8768,1.788,0.4765,2.892,0.4765
"33856",1,3.357,0.924,0.9426,0.5651,2.5,0.5651
"33857",1,3.055,1.438,2.644,0.5562,7.846,0.5562
"33858",1,3.463,1.732,3.055,0.5223,2.137,0.5223
"33859",1,3.549,1.829,3.504,0.5228,9.568,0.5228
"33860",1,3.804,1.517,2.724,0.5369,0.04771,0.5369
"33861",1,3.362,1.903,4.232,0.5433,1.304,0.5433
"33862",1,3.275,1.97,3.469,0.5371,0.8349,0.5371
"33863",1,4.264,1.734,3.373,0.5293,0.5803,0.5293
"33864",1,4.389,1.671,6.949,0.5436,1.217,0.5436
"33865",1,4.027,1.442,4.662,0.5375,0.7842,0.5375
"33866",1,3.683,1.303,8.199,0.524,0.7341,0.524
"33867",1,5.255,1.556,3.708,0.5208,0.7738,0.5208
"33868",1,4.433,3.644,6.754,0.5254,0.7895,0.5254
"33869",1,4.185,1.14,4.711,0.5354,1.11,0.5354
"33870",1,4.272,1.69,4.821,0.5351,0.8777,0.5351
"33871",1,3.929,1.47,0.4296,0.5444,1.032,0.5444
"33872",1,3.488,1.241,0.5791,0.5305,0.6934,0.5305
"33873",1,4.286,0.8669,1.1,0.5394,1.083,0.5394
"33874",1,4.177,1.975,0.3362,0.5672,1.339,0.5672
"33875",1,3.874,0.8532,2.033,0.5398,2.759,0.5398
"33876",1,3.87,3.502,0.7968,0.5332,0.2489,0.5332
"33877",1,4.018,1.313,0.948,0.5007,0.1742,0.5007
"33878",1,3.92,0.7984,0.288,0.5081,0.3943,0.5081
"33879",1,4.143,1.516,0.68,0.4958,0.6072,0.4958
"33880",1,4,1.236,0.5618,0.5084,0.7804,0.5084
"33881",1,3.842,0.5944,0.3972,0.5066,1.992,0.5066
"33882",1,3.827,1.205,1.429,0.5005,0.1768,0.5005
"33883",1,3.791,1.15,1.19,0.496,0.4693,0.496
"33884",1,3.717,0.87,0.9447,0.5064,1.223,0.5064
"33885",1,3.838,1.444,0.8426,0.5181,2.715,0.5181
"33886",1,3.711,0.8605,1.293,0.5076,6.1,0.5076
"33887",1,3.663,1.285,1.262,0.5206,0.05397,0.5206
"33888",1,3.581,0.6475,0.6457,0.5081,0.01911,0.5081
"33889",1,3.544,1.117,0.359,0.501,0.2245,0.501
"33890",1,3.408,1.21,0.4204,0.5283,0.2485,0.5283
"33891",1,3.458,1.043,0.05328,0.5373,0.07516,0.5373
"33892",1,3.598,1.388,0.1541,0.4937,0.1336,0.4937
"33893",1,3.503,1.141,0.4636,0.5155,0.5717,0.5155
"33894",1,3.471,1.13,0.4264,0.487,0.03957,0.487
"33895",1,3.476,1.19,0.2247,0.5091,0.08976,0.5091
"33896",1,3.651,1.203,0.7559,0.5146,0.6155,0.5146
"33897",1,3.627,1.23,1.716,0.5321,1.05,0.5321
"33898",1,3.594,1.28,0.7502,0.5247,2.064,0.5247
"33899",1,3.381,1.262,2.79,0.5269,0.04849,0.5269
"33900",1,3.27,1.343,2.439,0.5404,2.337,0.5404
"33901",1,3.553,1.28,2.229,0.5334,2.884,0.5334
"33902",1,3.34,1.295,2.873,0.5421,49.34,0.5421
"33903",1,3.505,1.303,0.4068,0.5831,0.2148,0.5831
"33904",1,3.309,1.281,0.2617,0.5836,0.5672,0.5836
"33905",1,3.445,1.252,0.3262,0.5993,7.301,0.5993
"33906",1,3.155,1.453,4.083,0.5414,3.265,0.5414
"33907",1,2.995,1.256,0.2349,0.565,1.251,0.565
"33908",1,3.543,1.221,0.6634,0.5478,1.217,0.5478
"33909",1,2.954,1.027,0.1496,0.5581,2.94,0.5581
"33910",1,2.68,1.376,1.276,0.5647,5.015,0.5647
"33911",1,3.009,1.355,0.7825,0.5752,2.005,0.5752
"33912",1,2.6,1.396,0.5027,0.6396,2.371,0.6396
"33913",1,3.248,1.439,2.671,0.6252,3.451,0.6252
"33914",1,2.791,1.264,5.487,0.5843,0.6415,0.5843
"33915",1,2.882,1.382,0.7018,0.5945,0.9805,0.5945
"33916",1,2.718,1.311,0.7145,0.5846,1.411,0.5846
"33917",1,2.648,1.313,0.7207,0.5814,2.687,0.5814
"33918",1,2.646,1.319,2.297,0.5662,2.126,0.5662
"33919",1,2.016,1.333,0.4918,0.5764,1.63,0.5764
"33920",1,3.722,1.18,2.931,0.5816,1.558,0.5816
"33921",1,2.843,0.4894,5.926,0.5679,2.059,0.5679
"33922",1,3.075,2.01,0.8385,0.5662,2.329,0.5662
"33923",1,2.804,0.9034,0.8906,0.6039,2.971,0.6039
