"","mu.mean.5.","mu.mean.1.","mu.mean.6.","mu.mean.7.","mu.mean.17.","mu.mean.15.","mu.mean.16."
"315",-5.0861,-4.64932,-3.4992,-6.676,-3.409,-5.2385,-5.2773
"316",-5.0571,-4.70332,-3.4602,-4.859,-2.84,-4.5503,-5.3103
"317",-4.9441,-4.70132,-3.4095,-5.735,-2.754,-4.723,-5.3823
"318",-5.0431,-4.69932,-3.40866,-6.33,-1.72,-5.221,-5.3413
"319",-4.9961,-4.68133,-3.41166,-6.528,-3.36,-4.879,-5.5153
"320",-5.0071,-4.67033,-3.3954,-3.4809,-3.429,-4.386,-5.3783
"321",-5.1181,-4.6854,-3.53099,-4.2539,-3.4059,-4.747,-5.5723
"322",-5.0421,-4.7294,-3.33899,-3.3969,-3.5579,-5.022,-5.4103
"323",-5.0081,-4.7344,-3.44699,-3.6609,-3.2019,-4.685,-5.4473
"324",-5.0841,-4.72719,-3.5654,-2.7975,-2.1566,-4.187,-5.4713
"325",-4.95013,-4.73019,-3.6863,-4.37675,-2.68373,-5.1946,-5.6959
"326",-4.99513,-4.65419,-3.3943,-6.67,-2.9266,-4.2386,-5.6009
"327",-5.00113,-4.75819,-3.5923,-7.49,-3.3776,-4.6966,-5.6589
"328",-5.01413,-4.64819,-3.42851,-6.034,-2.2978,-5.6646,-5.7205
"329",-4.93413,-4.59419,-3.41951,-5.448,-3.1478,-4.2066,-5.4295
"330",-4.86605,-4.741,-3.42895,-5.217,-2.7218,-4.7196,-5.5638
"331",-4.90705,-4.9856,-3.31195,-4.337,-2.4498,-5.5306,-5.788
"332",-4.83305,-4.7446,-3.47295,-6.043,-3.2318,-3.4836,-5.583
"333",-4.86705,-4.8331,-3.44376,-5.61,-3.3688,-4.7065,-5.64
"334",-4.80723,-4.7031,-3.53376,-5.801,-2.9333,-3.7115,-6.111
"335",-4.72823,-4.8751,-3.55176,-5.279,-3.3003,-4.4495,-5.749
"336",-4.68523,-4.8627,-3.55976,-4.95,-3.1723,-3.2765,-5.869
"337",-4.75723,-4.6627,-3.52076,-4.343,-3.1195,-3.8951,-5.616
"338",-4.82623,-4.6537,-3.2171,-4.7848,-2.9185,-5.1598,-5.7299
"339",-5.071,-4.8547,-3.5168,-5.655,-3.1415,-5.3551,-5.5783
"340",-4.91748,-4.8957,-3.2936,-5.958,-3.6215,-4.5651,-5.6873
"341",-5.0253,-4.7847,-3.3786,-5.757,-3.1114,-4.6131,-5.808
"342",-4.9998,-4.8727,-3.3376,-5.379,-3.7584,-4.6281,-5.5548
"343",-4.9155,-4.8697,-3.5096,-4.026,-3.6574,-4.4341,-5.3884
"344",-5.0605,-4.8327,-3.6406,-5.08,-3.3774,-4.0807,-5.3494
"345",-4.9825,-4.8397,-3.3937,-4.941,-3.1951,-4.4847,-5.5554
"346",-5.0945,-4.8329,-3.4211,-5.426,-3.4331,-4.6155,-5.5722
"347",-4.96059,-4.8379,-3.5951,-5.169,-2.9211,-3.8355,-5.5642
"348",-5.03459,-4.8079,-3.3401,-4.7995,-2.8921,-4.9811,-5.1602
"349",-4.85859,-4.8109,-3.4761,-3.6825,-2.8771,-4.7,-5.8662
"350",-4.88759,-4.7639,-3.3577,-3.6505,-3.2121,-4.607,-5.5612
"351",-4.94559,-4.55305,-3.2431,-2.277,-2.4521,-3.242,-5.9478
"352",-4.87959,-4.63305,-3.2491,-3.46097,-2.9531,-4.439,-5.4046
"353",-5.02624,-4.67905,-3.4956,-4.6752,-2.9371,-4.324,-6.2116
"354",-4.96824,-4.55605,-3.4796,-4.8302,-2.6071,-4.912,-5.3455
"355",-5.2706,-4.5997,-3.3856,-3.9718,-2.9635,-5.004,-5.907
"356",-5.2627,-4.7435,-3.4106,-4.801,-2.4455,-4.788,-5.4641
"357",-5.2617,-4.8594,-3.5906,-4.3299,-3.4085,-4.623,-5.3131
"358",-5.0802,-4.7103,-3.5336,-2.9929,-3.4145,-4.14,-5.0661
"359",-5.0552,-4.705,-3.3482,-3.5709,-3.2327,-4.442,-5.6511
"360",-5.0572,-4.449,-3.4211,-3.67255,-3.4307,-3.468,-5.5251
"361",-5.0632,-4.669,-3.494,-3.41955,-3.1177,-4.018,-5.5418
"362",-5.0762,-4.717,-3.331,-4.05855,-3.1721,-3.575,-5.7311
"363",-5.0362,-4.821,-3.326,-3.8503,-3.0091,-4.439,-6.1521
"364",-5.0402,-4.62999,-3.4478,-1.9181,-3.3207,-4.065,-5.8097
"365",-5.07392,-4.57999,-3.3578,-4.9883,-2.9307,-4.222,-5.6547
"366",-4.94292,-4.53499,-3.4198,-4.3213,-3.5887,-3.514,-5.6267
"367",-4.922153,-4.57499,-3.5188,-3.6073,-3.5706,-3.216,-5.81
"368",-4.964153,-4.52299,-3.5048,-4.8223,-3.3296,-4.618,-5.909
"369",-4.984153,-4.60899,-3.6394,-4.2523,-3.6216,-4.505,-5.359
"370",-4.975153,-4.45199,-3.5224,-4.624,-2.1256,-4.019,-5.591
"371",-4.950153,-4.41399,-3.4934,-5.055,-3.3326,-4.111,-5.531
"372",-4.979153,-4.50499,-3.4114,-5.948,-3.0176,-4.9382,-5.795
"373",-5.04609,-4.45199,-3.6724,-6.224,-2.7686,-4.68156,-5.801
"374",-5.00009,-4.6913,-3.5044,-6.111,-2.7096,-4.77056,-5.5389
"375",-4.99009,-4.7493,-3.5284,-4.357,-3.5416,-4.8972,-5.7969
"376",-5.02672,-4.7043,-3.5664,-4.631,-3.2076,-3.82104,-5.4879
"377",-4.99572,-4.7373,-3.5894,-3.1664,-2.6486,-5.39704,-5.8289
"378",-4.96372,-4.7813,-3.1044,-5.1284,-3.1446,-4.5624,-5.6299
"379",-5.08072,-4.8274,-3.4914,-5.2394,-2.84699,-4.73824,-5.2959
"380",-4.97672,-4.8244,-3.4152,-4.2811,-2.70473,-4.07224,-6.0847
"381",-5.01472,-4.8264,-3.1968,-4.0951,-3.20973,-3.80324,-5.6747
"382",-4.96972,-4.7006,-3.13901,-4.8198,-2.3102,-5.32224,-5.8327
"383",-4.96672,-4.685,-3.247,-3.5618,-3.2532,-4.90424,-5.5527
"384",-5.195,-4.478256,-3.363,-4.0208,-3.0372,-3.27524,-5.4077
"385",-5.099,-4.496256,-3.76,-3.8098,-3.2012,-4.14624,-5.5637
"386",-5.181,-4.483256,-3.472,-4.344,-3.0532,-3.9771,-5.4607
"387",-5.103,-4.4983983,-3.465,-5.27,-3.3432,-4.3241,-5.7077
"388",-5.059,-4.7174,-3.2906,-4.448,-2.8542,-4.8531,-5.5285
"389",-5.1779,-4.6634,-3.3745,-3.584,-2.3452,-4.5321,-5.3884
"390",-5.2149,-4.6384,-3.5741,-3.338,-2.9842,-4.0951,-5.5564
"391",-5.1494,-4.6574,-3.6501,-3.629,-2.7412,-3.05016,-5.2934
"392",-5.2404,-4.6434,-3.4801,-5.39,-3.0482,-3.84816,-5.4824
"393",-5.2834,-4.6357,-3.4721,-3.744,-3.0132,-4.27616,-5.4914
"394",-5.3124,-4.53582,-3.4611,-4.371,-3.2862,-3.78016,-5.5448
"395",-5.2974,-4.51282,-3.4271,-5.3004,-3.0362,-3.6698459,-5.5058
"396",-5.2744,-4.47782,-3.1421,-4.7831,-2.7392,-4.3738459,-5.3858
"397",-5.1428,-4.48682,-3.2397,-2.6511,-3.3462,-3.7771,-5.6228
"398",-5.2688,-4.48731,-3.14492,-4.1031,-2.6952,-3.8001,-5.5708
"399",-4.9648,-4.51431,-3.4563,-3.6161,-3.3702,-3.9301,-5.5938
"400",-5.1678,-4.40331,-3.4453,-6.086,-2.7522,-3.5381,-5.5198
"401",-5.2228,-4.49831,-3.4763,-7.742,-3.1661,-3.6451,-5.5788
"402",-4.9688,-4.408,-3.2833,-7.574,-2.7311,-4.9376,-5.5151
"403",-4.8992,-4.371,-3.4403,-6.622,-3.1671,-3.9566,-5.7411
"404",-4.5972,-4.471,-3.4763,-4.177,-2.2321,-3.6146,-5.4261
"405",-5.0312,-4.465,-3.3793,-2.4899,-2.9601,-3.7546,-5.5074
"406",-4.8972,-4.38472,-3.5857,-5.204,-2.7484,-3.9136,-5.3138
"407",-4.8512,-4.45872,-3.3947,-5.467,-3.0074,-4.3236,-5.5248
"408",-4.76279,-4.44972,-3.7797,-4.273,-2.4844,-3.9496,-5.2558
"409",-4.86279,-4.55252,-3.5437,-3.838,-3.1124,-5.1336,-5.3388
"410",-5.338,-4.52752,-3.3947,-3.964,-2.6126,-4.28946,-5.5018
"411",-5.1149,-4.58952,-3.6297,-2.9221,-2.9056,-4.80946,-5.7438
"412",-5.0329,-4.55552,-3.7047,-4.1981,-3.5471,-4.59746,-5.7584
"413",-5.0889,-4.67352,-3.5017,-4.4511,-3.1281,-4.07246,-5.1424
"414",-5.2243,-4.61652,-3.3697,-4.8331,-3.0832,-3.80046,-5.5994
"415",-5.1725,-4.54617,-3.4203,-4.3481,-2.9145,-3.95346,-5.6324
"416",-4.92616,-4.55617,-3.2323,-4.0301,-2.5584,-3.60946,-5.5132
"417",-4.85358,-4.7417,-3.4533,-4.1352,-2.6999,-4.41746,-5.4262
"418",-4.85858,-4.6867,-3.4139,-5.9292,-3.1346,-3.68846,-5.1642
"419",-4.74858,-4.7152,-3.4099,-3.8042,-3.4226,-3.51246,-5.2252
"420",-4.87158,-4.6842,-3.4649,-2.64406,-2.7586,-3.55346,-5.2392
"421",-4.85685,-4.7062,-3.42,-3.2269,-3.0956,-4.65946,-5.4112
"422",-4.79785,-4.8072,-3.321,-5.128,-3.1796,-3.91646,-5.3112
"423",-4.67685,-4.7222,-3.343,-3.0641,-2.796,-3.11362,-5.1212
"424",-4.87717,-4.6485,-3.397,-4.7721,-4.0322,-2.58262,-5.3562
"425",-4.99317,-4.6625,-3.347,-4.7661,-3.2025,-4.31262,-5.1542
"426",-4.94717,-4.5817,-3.255,-4.3769,-3.4415,-4.19494,-5.2252
"427",-4.83617,-4.6267,-3.3989,-4.1899,-3.0866,-4.00994,-5.7872
"428",-4.96917,-4.52058,-3.4912,-5.0542,-3.0616,-3.50394,-5.354
"429",-4.91317,-4.50758,-3.28075,-4.1101,-2.1143,-4.62494,-5.192
"430",-4.98817,-4.44715,-3.1002,-4.3401,-2.2673,-4.13431,-5.474
"431",-5.1892,-4.45015,-3.242,-6.261,-3.3383,-4.04731,-5.739
"432",-5.0302,-4.43115,-3.181,-6.198,-3.0083,-4.2497,-5.904
"433",-4.97665,-4.46015,-3.491,-5.302,-3.7061,-3.4378,-5.8009
"434",-5.0066,-4.471023,-3.239,-5.36,-3.0309,-3.89548,-5.5169
"435",-4.9346,-4.611,-3.368,-4.662,-2.9258,-4.37029,-5.693
"436",-4.9206,-4.597,-3.343,-5.616,-3.5488,-3.64929,-5.4314
"437",-4.8756,-4.633,-3.285,-4.247,-3.1798,-4.09968,-5.4104
"438",-4.9604,-4.62,-3.163,-5.287,-3.2868,-4.55195,-5.1664
"439",-4.7584,-4.7944,-3.155,-5.261,-2.1956,-4.25495,-5.3945
"440",-4.6394,-4.7622,-3.381,-5.252,-3.2976,-4.1861,-5.4435
"441",-5.0964,-4.7222,-3.408,-5.743,-2.7726,-3.6531,-5.6115
"442",-4.8184,-4.7521,-3.375,-5.538,-3.4853,-4.1001,-5.7285
"443",-5.0244,-4.7251,-3.255,-4.828,-2.4793,-4.51698,-5.6315
"444",-5.1645,-4.52417,-3.22,-4.273,-3.8243,-3.7482,-5.4845
"445",-5.0885,-4.48417,-3.662,-6.252,-3.2114,-3.4754,-5.4725
"446",-4.9575,-4.50917,-3.4007,-5.325,-3.1574,-3.4514,-5.6345
"447",-5.0965,-4.53117,-3.671,-6.57,-3.4994,-3.4684,-5.5798
"448",-4.9244,-4.48317,-3.519,-6.888,-2.6524,-4.7215,-5.1168
"449",-4.8281,-4.6492,-3.496,-6.184,-2.638,-4.8835,-5.4838
"450",-5.1551,-4.6732,-3.29,-4.0113,-2.197,-4.5635,-5.4598
"451",-5.4141,-4.6702,-3.4252,-3.7413,-2.7416,-3.9035,-5.4628
"452",-4.9671,-4.6792,-3.4132,-4.2443,-3.2436,-3.5625,-5.3638
"453",-4.7117,-4.6812,-3.6213,-3.9249,-2.5676,-4.4385,-5.1828
"454",-4.7785,-4.6742,-3.3963,-5.276,-2.9623,-4.3055,-5.3337
"455",-4.9264,-4.6854,-3.5133,-5.714,-3.3333,-4.1715,-5.3667
"456",-4.8174,-4.611,-3.5687,-5.3219,-2.9233,-4.3855,-5.3337
"457",-4.8824,-4.6755,-3.5427,-3.3666,-2.5508,-4.2717,-5.5406
"458",-4.92926,-4.6845,-3.4147,-4.0706,-2.6588,-3.6947,-6.0226
"459",-4.94826,-4.6775,-3.6772,-3.9796,-2.3978,-3.8699,-5.3468
"460",-4.65626,-4.6575,-3.5801,-2.7263,-3.4418,-4.4137,-5.5239
"461",-4.70826,-4.6222,-3.6561,-3.6054,-2.7508,-4.1065,-5.3749
"462",-4.70726,-4.6262,-3.3581,-3.6434,-2.1188,-5.0983,-5.3537
"463",-4.67726,-4.6122,-3.4271,-2.3344,-2.8948,-4.6363,-5.5727
"464",-4.84626,-4.46957,-3.2936,-3.4064,-3.0144,-3.9018,-5.6421
"465",-4.83526,-4.43057,-3.2936,-4.3518,-2.3814,-4.3182,-5.3771
"466",-4.89826,-4.47757,-3.3988,-5.0078,-3.3074,-4.4952,-5.3511
"467",-4.87026,-4.47557,-3.5838,-4.2818,-2.7158,-4.1022,-5.6967
"468",-4.96826,-4.49286,-3.2188,-4.1248,-2.6318,-4.5072,-5.4362
"469",-4.80426,-4.51586,-3.4398,-4.5188,-2.948,-4.4515,-5.797
"470",-4.85826,-4.46386,-3.5498,-3.8708,-3.056,-4.0975,-5.988
"471",-4.89226,-4.50086,-3.2848,-2.9209,-2.885,-4.2495,-5.972
"472",-5.0339,-4.5579,-3.5418,-3.4059,-3.125,-4.5821,-5.665
"473",-5.1179,-4.5049,-3.4768,-3.5999,-3.16409,-4.9871,-5.2523
"474",-5.0999,-4.50929,-3.7278,-4.505,-2.78984,-4.4926,-5.6596
"475",-5.1389,-4.52229,-3.53138,-4.806,-2.905,-4.8714,-5.8346
"476",-4.812,-4.54029,-3.4151,-6.268,-3.028,-4.2938,-5.5386
"477",-4.767,-4.53329,-3.31755,-6.445,-3.0154,-3.9878,-6.2756
"478",-4.615,-4.50529,-3.45544,-6.524,-2.7744,-4.9418,-5.8406
"479",-4.623,-4.5956,-3.4454,-5.812,-3.0467,-4.7778,-5.7766
"480",-4.87412,-4.6166,-3.4199,-6.222,-3.5147,-4.3288,-5.5187
"481",-4.6924,-4.6816,-3.3979,-3.2699,-2.9767,-4.3516,-5.619
"482",-4.7574,-4.6817,-3.6089,-2.031,-3.1367,-4.3025,-5.1025
"483",-4.7704,-4.6567,-3.2848,-1.844,-3.2577,-4.2765,-5.0895
"484",-4.8224,-4.6667,-3.5908,-2.879,-2.63189,-4.3195,-5.9085
"485",-4.98073,-4.7087,-3.4928,-1.634,-2.56689,-4.3785,-5.3364
"486",-5.0865,-4.7177,-3.5416,-5.0454,-2.46689,-3.1965,-5.5464
"487",-5.1775,-4.45089,-3.454,-5.812,-3.48289,-4.1035,-5.5513
"488",-5.1645,-4.5771,-3.4752,-3.7684,-3.10589,-4.0913,-5.2843
"489",-5.1785,-4.6714,-3.3259,-2.9888,-2.66289,-4.0373,-6.0803
"490",-5.1115,-4.6044,-3.2579,-3.4963,-2.6427,-4.2043,-5.4403
"491",-5.0345,-4.7024,-3.5207,-4.4727,-2.6637,-4.0343,-5.3193
"492",-5.1285,-4.6694,-3.3977,-4.3107,-2.7557,-4.5804,-5.4953
"493",-5.1445,-4.7314,-3.3637,-4.6317,-2.7557,-4.4764,-5.7093
"494",-5.0375,-4.6844,-3.5428,-5.923,-2.0957,-5.0687,-5.4839
"495",-4.9237,-4.5735,-3.5038,-5.5,-2.6997,-4.6517,-5.2559
"496",-4.9157,-4.6065,-3.6818,-4.939,-3.0957,-5.2147,-4.6654
"497",-4.9787,-4.5975,-3.5942,-4.722,-2.7477,-4.5197,-6.3564
"498",-4.97,-4.5145,-3.5122,-5.04,-2.6327,-4.0987,-5.28
"499",-4.905,-4.5753,-3.4702,-4.168,-1.66258,-5.0557,-5.399
"500",-4.7724,-4.5143,-3.3432,-5.549,-2.89458,-4.5485,-5.258
"501",-4.8524,-4.52743,-3.6002,-4.915,-3.5862,-4.0133,-5.62
"502",-4.6614,-4.7056,-3.3672,-2.705,-3.4462,-3.8673,-5.642
"503",-4.9744,-4.6676,-3.6225,-3.542,-3.0312,-4.128,-5.328
"504",-4.8014,-4.6526,-3.3855,-3.1543,-2.6792,-4.63,-5.0578
"505",-5.0234,-4.6946,-3.3835,-4.4013,-2.9222,-4.157,-5.6928
"506",-4.8984,-4.6666,-3.4825,-2.1273,-3.2852,-4.081,-5.5578
"507",-4.9204,-4.7362,-3.3945,-3.7113,-3.4092,-3.389,-5.8038
"508",-4.8444,-4.7162,-3.517,-5.614,-3.2602,-4.967,-5.4888
"509",-4.8754,-4.55347,-3.539,-4.169,-3.2115,-3.531,-5.2118
"510",-5.0918,-4.54847,-3.532,-3.4158,-3.5204,-3.072,-5.5218
"511",-5.0788,-4.59747,-3.206,-4.2668,-3.2947,-4.245,-5.5056
"512",-5.0578,-4.53447,-3.304,-4.0138,-3.3127,-4.627,-5.7156
"513",-5.0738,-4.61247,-3.4325,-4.7938,-3.7687,-4.2432,-5.9696
"514",-5.1098,-4.7895,-3.1905,-3.9738,-3.1367,-4.0662,-5.534
"515",-5.0828,-4.9657,-3.3065,-4.3858,-3.4347,-4.0852,-5.857
"516",-5.0738,-4.9697,-3.3325,-4.4418,-3.3611,-3.7372,-5.598
"517",-5.0418,-4.9527,-3.2345,-4.2568,-3.1645,-4.3062,-5.596
"518",-5.2611,-4.9697,-3.2425,-4.4158,-2.517,-3.60166,-5.446
"519",-4.98221,-4.9897,-3.2038,-3.1551,-3.617,-3.80166,-4.953
"520",-5.3655,-5.0027,-3.3738,-3.3721,-3.318,-3.52161,-5.509
"521",-5.3438,-4.9247,-3.3758,-3.1911,-3.4009,-3.845,-5.4818
"522",-5.3758,-4.9187,-3.2378,-3.4821,-3.5279,-4.373,-5.5428
"523",-5.2908,-4.8069,-3.2478,-6.877,-3.1859,-3.755,-5.498
"524",-5.2198,-4.8249,-3.1278,-6.081,-3.5306,-4.048,-5.399
"525",-5.1868,-4.8319,-3.3318,-2.9203,-2.8656,-4.149,-5.769
"526",-5.3728,-4.8079,-3.2874,-3.2663,-3.5516,-4.64,-5.447
"527",-5.1721,-4.8319,-3.2434,-4.916,-3.6006,-4.511,-5.418
"528",-5.2101,-4.8359,-3.3124,-3.4706,-2.80255,-4.4323,-5.7829
"529",-5.1841,-4.8119,-3.3144,-3.6406,-2.8975,-3.4863,-5.4369
"530",-5.2381,-4.8489,-3.3314,-2.6386,-2.8004,-3.6233,-5.7039
"531",-5.2391,-4.8199,-3.5733,-2.1666,-2.3144,-4.0963,-5.6321
"532",-5.1128,-4.9519,-3.5863,-2.3646,-3.0884,-4.4433,-5.8601
"533",-4.9898,-4.7549,-3.6093,-4.6419,-2.9404,-4.3533,-5.6331
"534",-4.9958,-4.7639,-3.47651,-4.228,-3.1054,-3.7043,-5.4803
"535",-5.1115,-4.64951,-3.60151,-4.424,-3.6625,-3.68656,-5.2033
"536",-5.2125,-4.6578,-3.40765,-4.63,-3.2955,-3.88756,-5.5983
"537",-5.0655,-4.6228,-3.36146,-4.548,-3.3824,-4.17856,-5.6633
"538",-4.9863,-4.6278,-3.50746,-4.904,-2.9924,-4.11859,-5.5878
"539",-5.0623,-4.7609,-3.30646,-4.145,-3.3164,-4.82859,-5.6524
"540",-5.1233,-4.7035,-3.23539,-5.562,-2.7672,-5.19159,-5.4904
"541",-5.1923,-4.7075,-3.65739,-4.244,-3.2237,-3.44259,-5.5514
"542",-5.2043,-4.6125,-3.4627,-4.146,-4.1257,-4.13859,-5.9035
"543",-5.1586,-4.5538,-3.4287,-3.965,-3.2774,-4.86459,-5.3756
"544",-4.923487,-4.57433,-3.4457,-5.437,-3.3904,-4.27859,-5.6696
"545",-4.802487,-4.53733,-3.2727,-4.1132,-4.3084,-4.04159,-5.2636
"546",-4.835487,-4.51333,-3.5617,-3.9462,-3.0097,-4.44559,-5.6316
"547",-4.728487,-4.50433,-2.94941,-2.6942,-3.4407,-3.28317,-5.2528
"548",-5.072487,-4.52033,-3.50841,-4.6672,-2.5078,-3.94517,-5.4216
"549",-4.936487,-4.56993,-3.45641,-3.9802,-3.6775,-3.98017,-5.4386
"550",-4.94724,-4.56493,-3.52041,-4.4862,-3.3697,-3.519,-5.3906
"551",-4.95424,-4.59493,-3.37541,-4.5112,-2.9962,-2.965,-5.3596
"552",-4.88024,-4.557979,-3.48541,-5.3852,-3.4152,-3.53302,-5.3356
"553",-4.95424,-4.573979,-3.42641,-4.6282,-3.1092,-4.23502,-5.764
"554",-4.88205,-4.43541,-3.33954,-4.5172,-2.8182,-4.2027,-5.895
"555",-4.92605,-4.45841,-3.39654,-5.1812,-4.2052,-4.2616,-5.0719
"556",-4.93205,-4.48341,-3.17154,-5.2192,-3.00801,-4.4328,-5.3429
"557",-4.86905,-4.44941,-3.22054,-4.155,-2.78501,-4.8958,-5.0629
"558",-4.83605,-4.46841,-3.43554,-4.247,-2.93201,-4.2412,-5.2616
"559",-4.87605,-4.47441,-3.37654,-5.988,-2.79901,-5.4157,-5.4728
"560",-4.91236,-4.44141,-3.4113,-6.342,-2.79901,-4.9847,-5.3948
"561",-4.85236,-4.48341,-3.3853,-5.92,-2.83201,-4.9937,-5.2918
"562",-4.71436,-4.46041,-3.511,-5.455,-3.64001,-3.5777,-5.2288
"563",-4.87894,-4.46141,-3.504,-4.815,-3.07201,-4.2657,-5.6334
"564",-4.83894,-4.7089,-3.505,-2.8864,-2.74701,-4.7575,-5.1074
"565",-5.17494,-4.6779,-3.548,-4.932,-3.04501,-5.2885,-5.1494
"566",-4.89094,-4.6662,-3.4534,-4.055,-3.46801,-4.6915,-5.1584
"567",-4.92694,-4.6452,-3.4298,-4.902,-3.14801,-4.6637,-5.4964
"568",-5.1212,-4.6432,-3.4134,-4.79,-2.131,-4.2797,-5.5384
"569",-5.1412,-4.6552,-3.2784,-4.514,-2.607,-4.4697,-5.6458
"570",-5.1355,-4.6552,-3.5387,-2.794,-2.7302,-5.5077,-6.0531
"571",-5.2065,-4.6748,-3.2177,-3.38,-2.8232,-4.7967,-5.7291
"572",-5.1605,-4.7028,-3.4497,-4.498,-2.797,-4.0227,-5.3156
"573",-5.2295,-4.6458,-3.32589,-4.796,-3.092,-4.4437,-5.4316
"574",-5.2175,-4.6512,-3.24289,-7.358,-3.875,-4.5777,-5.7347
"575",-5.0083,-4.6192,-3.30351,-7.438,-2.6932,-4.7057,-5.7007
"576",-4.95167,-4.5762,-3.15151,-3.4986,-2.6732,-4.6377,-5.6357
"577",-5.0794,-4.5572,-3.22355,-3.0926,-2.5782,-4.9367,-5.6713
"578",-5.1394,-4.5672,-3.028013,-5.581,-2.5582,-3.9077,-5.3993
"579",-5.1364,-4.5752,-3.150013,-5.783,-3.3642,-4.7547,-5.5379
"580",-5.0154,-4.551,-3.361013,-5.006,-2.9972,-4.0707,-5.4339
"581",-5.008,-4.547,-3.200013,-5.433,-3.3962,-5.032,-5.6629
"582",-5.0319,-4.566,-3.0932,-4.91,-2.4592,-3.944,-4.7419
"583",-4.8589,-4.5684,-3.4542,-2.7361,-2.9982,-5.038,-5.0399
"584",-4.7709,-4.5734,-3.2799,-3.60406,-3.5422,-3.5091,-4.9249
"585",-5.0899,-4.6796,-3.5769,-3.65506,-3.2592,-4.9931,-5.7597
"586",-5.059,-4.51556,-3.5749,-5.931,-3.0762,-3.8141,-5.9397
"587",-5.067,-4.51656,-3.3649,-6.519,-3.2422,-4.7971,-5.6357
"588",-5.2954,-4.50056,-3.1939,-5.977,-3.2532,-4.0651,-6.1837
"589",-4.9755,-4.50756,-3.2369,-7.939,-2.7752,-4.3131,-5.8087
"590",-5.0785,-4.6532,-3.5392,-8.293,-2.6192,-5.5621,-5.5398
"591",-5.1805,-4.5896,-3.2632,-5.00401,-3.2572,-5.6893,-5.5308
"592",-5.1487,-4.6116,-3.4382,-4.49301,-2.829,-5.1039,-5.8228
"593",-5.0247,-4.6206,-3.4154,-5.3316,-2.9022,-4.2039,-5.7579
"594",-5.1147,-4.6256,-3.5234,-5.2586,-2.618,-4.8909,-5.4697
"595",-5.3783,-4.6386,-3.3415,-4.8306,-2.684,-5.0239,-5.993
"596",-4.6352,-4.6256,-2.9945,-4.6287,-2.467,-4.3479,-5.4785
"597",-4.9822,-4.6607,-3.2185,-4.9759,-3.4684,-4.5649,-5.1435
"598",-5.0532,-4.6174,-3.2215,-5.2309,-3.3044,-4.5729,-4.8043
"599",-4.9752,-4.652,-3.20832,-5.6599,-2.4709,-4.3971,-4.4923
"600",-5.1606,-4.664,-3.2856,-5.5399,-2.8409,-4.5151,-4.5183
"601",-5.1146,-4.6145,-3.1316,-5.3909,-1.4609,-4.3091,-5.2813
"602",-4.8996,-4.6145,-3.3736,-5.655,-2.7973,-4.2244,-4.7723
"603",-4.6506,-4.53884,-3.1936,-4.1933,-3.1933,-4.9664,-5.4973
"604",-4.7486,-4.43394,-3.06703,-4.0773,-2.7821,-4.6154,-5.7843
"605",-5.0686,-4.50994,-3.28303,-4.1663,-2.2191,-4.8334,-5.7543
"606",-5.3576,-4.47494,-3.4555,-3.523,-3.3886,-5.3814,-5.7613
"607",-4.5126,-4.50594,-3.3185,-3.407,-2.3886,-4.4864,-5.2283
"608",-5.1806,-4.45494,-3.2095,-3.215,-3.2216,-3.5333,-5.2245
"609",-5.1536,-4.44694,-3.4365,-3.595,-3.4517,-4.9463,-5.3915
"610",-5.1646,-4.42976,-3.4465,-3.224,-2.8587,-5.2963,-5.4855
"611",-5.1526,-4.41212,-3.33319,-3.229,-3.1806,-4.6403,-5.6815
"612",-4.9266,-4.44612,-3.43819,-4.5959,-3.4716,-4.0293,-5.1963
"613",-5.2866,-4.41412,-3.3591,-3.69,-3.0544,-3.2933,-5.4173
"614",-5.3616,-4.41312,-3.5941,-3.516,-3.3964,-4.5667,-5.5564
"615",-5.1766,-4.41799,-3.5391,-3.511,-3.7124,-5.4977,-6.0894
"616",-4.94913,-4.44699,-3.5091,-3.289,-2.8914,-5.2217,-5.5134
"617",-4.77213,-4.41999,-3.5851,-8.184,-3.1574,-4.8414,-5.2676
"618",-5.04913,-4.46299,-3.735,-7.237,-3.2034,-3.7024,-5.6011
"619",-4.92613,-4.5874,-3.5243,-7.153,-3.1064,-4.8154,-5.6691
"620",-5.04313,-4.5484,-3.5413,-7.994,-3.2224,-4.8621,-5.7277
"621",-5.061,-4.5624,-3.4083,-7.754,-3.1064,-4.6221,-5.5097
"622",-5.03,-4.6317,-3.6735,-7.849,-3.1184,-5.1546,-5.4187
"623",-5.047,-4.6237,-3.3495,-8.049,-3.0544,-4.8256,-5.6886
"624",-5.013,-4.6427,-3.7035,-8.984,-2.8754,-5.0006,-5.7506
"625",-5.2204,-4.6557,-3.5795,-8.871,-2.3404,-4.2566,-5.7346
"626",-4.8799,-4.6497,-3.5837,-9.276,-2.9234,-4.0576,-5.7873
"627",-4.9449,-4.7054,-3.4897,-8.992,-2.8434,-5.0986,-5.7473
"628",-4.8959,-4.5821,-3.2327,-9.311,-3.4704,-4.9657,-5.63
"629",-4.9439,-4.5891,-3.6197,-9.448,-3.4634,-4.9837,-5.642
"630",-5.2076,-4.6343,-3.476,-9.685,-3.4664,-4.8497,-5.3321
"631",-5.0478,-4.6423,-3.271,-7.458,-3.3209,-6.1897,-5.9451
"632",-5.0482,-4.6373,-3.236,-5.6654,-2.8899,-5.9917,-5.5937
